month,suburb,count
2018-12-01,Torrens,1
2018-12-01,Wright,1
2018-12-01,Yarralumla,6
2019-01-01,Ainslie,2
2019-01-01,Amaroo,1
2019-01-01,Campbell,3
2019-01-01,Chapman,1
2019-01-01,Deakin,2
2019-01-01,Forrest,1
2019-01-01,Griffith,1
2019-01-01,Hawker,1
2019-01-01,Hughes,2
2019-01-01,Kaleen,1
2019-01-01,Narrabundah,2
2019-01-01,Turner,1
2019-01-01,Yarralumla,3
2019-02-01,Ainslie,2
2019-02-01,Aranda,2
2019-02-01,Braddon,1
2019-02-01,Chapman,1
2019-02-01,Crace,1
2019-02-01,Curtin,2
2019-02-01,Deakin,5
2019-02-01,Denman Prospect,1
2019-02-01,Evatt,1
2019-02-01,Farrer,1
2019-02-01,Forde,1
2019-02-01,Forrest,2
2019-02-01,Franklin,2
2019-02-01,Garran,2
2019-02-01,Griffith,6
2019-02-01,Isaacs,1
2019-02-01,Lyneham,1
2019-02-01,Mawson,1
2019-02-01,McKellar,1
2019-02-01,Narrabundah,1
2019-02-01,O'Malley,2
2019-02-01,Red Hill,1
2019-02-01,Reid,1
2019-02-01,Weetangera,1
2019-02-01,Yarralumla,8
2019-03-01,Ainslie,2
2019-03-01,Aranda,3
2019-03-01,Barton,1
2019-03-01,Braddon,1
2019-03-01,Campbell,3
2019-03-01,Chapman,1
2019-03-01,Chifley,2
2019-03-01,Coombs,2
2019-03-01,Curtin,5
2019-03-01,Deakin,2
2019-03-01,Farrer,2
2019-03-01,Garran,1
2019-03-01,Griffith,2
2019-03-01,Hackett,1
2019-03-01,Hughes,1
2019-03-01,Isaacs,1
2019-03-01,Lyneham,1
2019-03-01,Mawson,1
2019-03-01,Narrabundah,2
2019-03-01,Nicholls,1
2019-03-01,O'Connor,4
2019-03-01,O'Malley,2
2019-03-01,Red Hill,3
2019-03-01,Turner,1
2019-03-01,Weetangera,2
2019-03-01,Yarralumla,5
2019-04-01,Ainslie,2
2019-04-01,Aranda,3
2019-04-01,Banks,1
2019-04-01,Barton,1
2019-04-01,Bonner,1
2019-04-01,Braddon,1
2019-04-01,Campbell,3
2019-04-01,Chapman,2
2019-04-01,Cook,1
2019-04-01,Coombs,1
2019-04-01,Crace,1
2019-04-01,Curtin,3
2019-04-01,Deakin,4
2019-04-01,Farrer,2
2019-04-01,Forrest,1
2019-04-01,Franklin,2
2019-04-01,Garran,1
2019-04-01,Griffith,5
2019-04-01,Hackett,2
2019-04-01,Hughes,5
2019-04-01,Kaleen,1
2019-04-01,Kambah,1
2019-04-01,Lyons,2
2019-04-01,Narrabundah,5
2019-04-01,Nicholls,3
2019-04-01,O'Connor,3
2019-04-01,Red Hill,4
2019-04-01,Reid,1
2019-04-01,Turner,1
2019-04-01,Watson,1
2019-04-01,Yarralumla,3
2019-05-01,Campbell,1
2019-05-01,Chapman,1
2019-05-01,Charnwood,1
2019-05-01,Cook,1
2019-05-01,Coombs,2
2019-05-01,Crace,1
2019-05-01,Curtin,1
2019-05-01,Deakin,1
2019-05-01,Farrer,2
2019-05-01,Garran,1
2019-05-01,Griffith,5
2019-05-01,Hackett,2
2019-05-01,Hughes,1
2019-05-01,Isaacs,1
2019-05-01,Lyneham,1
2019-05-01,Narrabundah,1
2019-05-01,Nicholls,1
2019-05-01,O'Connor,4
2019-05-01,O'Malley,2
2019-05-01,Red Hill,4
2019-05-01,Throsby,2
2019-05-01,Turner,2
2019-05-01,Weetangera,1
2019-05-01,Wright,1
2019-05-01,Yarralumla,6
2019-06-01,Aranda,1
2019-06-01,Braddon,1
2019-06-01,Campbell,5
2019-06-01,Chapman,2
2019-06-01,Coombs,1
2019-06-01,Curtin,3
2019-06-01,Deakin,4
2019-06-01,Dickson,1
2019-06-01,Forrest,1
2019-06-01,Franklin,1
2019-06-01,Garran,2
2019-06-01,Griffith,1
2019-06-01,Hackett,2
2019-06-01,Hawker,1
2019-06-01,Hughes,2
2019-06-01,Narrabundah,3
2019-06-01,Nicholls,1
2019-06-01,O'Connor,2
2019-06-01,O'Malley,1
2019-06-01,Pearce,1
2019-06-01,Red Hill,2
2019-06-01,Turner,3
2019-06-01,Watson,1
2019-06-01,Weetangera,1
2019-06-01,Yarralumla,7
2019-07-01,Aranda,1
2019-07-01,Barton,1
2019-07-01,Campbell,6
2019-07-01,Casey,2
2019-07-01,Chapman,1
2019-07-01,Curtin,1
2019-07-01,Deakin,4
2019-07-01,Denman Prospect,3
2019-07-01,Fadden,1
2019-07-01,Farrer,2
2019-07-01,Forrest,1
2019-07-01,Franklin,1
2019-07-01,Garran,1
2019-07-01,Giralang,1
2019-07-01,Griffith,2
2019-07-01,Hackett,1
2019-07-01,Hughes,1
2019-07-01,Lyons,2
2019-07-01,Narrabundah,1
2019-07-01,Nicholls,3
2019-07-01,O'Connor,1
2019-07-01,Red Hill,2
2019-07-01,Reid,1
2019-07-01,Turner,1
2019-07-01,Wright,1
2019-07-01,Yarralumla,2
2019-08-01,Ainslie,1
2019-08-01,Amaroo,1
2019-08-01,Aranda,1
2019-08-01,Campbell,2
2019-08-01,Casey,1
2019-08-01,Cook,1
2019-08-01,Curtin,2
2019-08-01,Deakin,1
2019-08-01,Denman Prospect,1
2019-08-01,Duffy,2
2019-08-01,Farrer,1
2019-08-01,Forde,2
2019-08-01,Franklin,1
2019-08-01,Fraser,1
2019-08-01,Garran,1
2019-08-01,Griffith,2
2019-08-01,Hackett,1
2019-08-01,Hawker,2
2019-08-01,Hughes,1
2019-08-01,Moncrieff,1
2019-08-01,Narrabundah,2
2019-08-01,Nicholls,4
2019-08-01,O'Connor,4
2019-08-01,Pearce,1
2019-08-01,Red Hill,4
2019-08-01,Throsby,1
2019-08-01,Torrens,1
2019-08-01,Watson,1
2019-08-01,Yarralumla,1
2019-09-01,Ainslie,3
2019-09-01,Aranda,1
2019-09-01,Barton,1
2019-09-01,Bruce,1
2019-09-01,Campbell,1
2019-09-01,Chapman,2
2019-09-01,Chifley,1
2019-09-01,Cook,1
2019-09-01,Coombs,1
2019-09-01,Crace,1
2019-09-01,Curtin,3
2019-09-01,Deakin,2
2019-09-01,Denman Prospect,1
2019-09-01,Dickson,1
2019-09-01,Downer,2
2019-09-01,Duffy,1
2019-09-01,Fadden,1
2019-09-01,Franklin,1
2019-09-01,Garran,2
2019-09-01,Griffith,1
2019-09-01,Hackett,1
2019-09-01,Isaacs,2
2019-09-01,Kingston,1
2019-09-01,Lyneham,1
2019-09-01,Lyons,1
2019-09-01,Narrabundah,3
2019-09-01,O'Connor,2
2019-09-01,Pearce,2
2019-09-01,Red Hill,4
2019-09-01,Turner,1
2019-09-01,Yarralumla,2
2019-10-01,Ainslie,2
2019-10-01,Aranda,2
2019-10-01,Campbell,4
2019-10-01,Casey,1
2019-10-01,Chifley,1
2019-10-01,Cook,1
2019-10-01,Coombs,1
2019-10-01,Crace,2
2019-10-01,Curtin,5
2019-10-01,Deakin,3
2019-10-01,Dickson,1
2019-10-01,Duffy,1
2019-10-01,Fadden,3
2019-10-01,Farrer,3
2019-10-01,Flynn,1
2019-10-01,Forde,1
2019-10-01,Forrest,1
2019-10-01,Franklin,1
2019-10-01,Garran,1
2019-10-01,Griffith,6
2019-10-01,Hackett,2
2019-10-01,Hughes,2
2019-10-01,Isaacs,1
2019-10-01,Kambah,1
2019-10-01,Lawson,1
2019-10-01,Lyons,1
2019-10-01,Mawson,2
2019-10-01,Narrabundah,4
2019-10-01,Nicholls,3
2019-10-01,O'Connor,2
2019-10-01,O'Malley,2
2019-10-01,Palmerston,1
2019-10-01,Pearce,1
2019-10-01,Red Hill,3
2019-10-01,Throsby,1
2019-10-01,Torrens,1
2019-10-01,Turner,2
2019-10-01,Watson,1
2019-10-01,Wright,1
2019-10-01,Yarralumla,1
2019-11-01,Ainslie,4
2019-11-01,Aranda,1
2019-11-01,Bruce,1
2019-11-01,Campbell,3
2019-11-01,Casey,2
2019-11-01,Chifley,1
2019-11-01,Coombs,1
2019-11-01,Crace,1
2019-11-01,Curtin,3
2019-11-01,Deakin,6
2019-11-01,Denman Prospect,2
2019-11-01,Dickson,1
2019-11-01,Farrer,1
2019-11-01,Florey,1
2019-11-01,Forde,2
2019-11-01,Forrest,2
2019-11-01,Franklin,1
2019-11-01,Garran,1
2019-11-01,Giralang,1
2019-11-01,Griffith,4
2019-11-01,Gungahlin,1
2019-11-01,Hackett,3
2019-11-01,Hawker,2
2019-11-01,Hughes,4
2019-11-01,Isaacs,2
2019-11-01,Kambah,2
2019-11-01,Lyneham,1
2019-11-01,Narrabundah,8
2019-11-01,Nicholls,3
2019-11-01,O'Connor,4
2019-11-01,O'Malley,1
2019-11-01,Red Hill,6
2019-11-01,Reid,1
2019-11-01,Torrens,1
2019-11-01,Turner,1
2019-11-01,Watson,3
2019-11-01,Weetangera,2
2019-11-01,Wright,1
2019-11-01,Yarralumla,2
2019-12-01,Aranda,1
2019-12-01,Braddon,1
2019-12-01,Campbell,4
2019-12-01,Casey,1
2019-12-01,Chapman,2
2019-12-01,Chifley,1
2019-12-01,Crace,1
2019-12-01,Curtin,4
2019-12-01,Deakin,1
2019-12-01,Denman Prospect,2
2019-12-01,Fadden,2
2019-12-01,Farrer,1
2019-12-01,Forde,1
2019-12-01,Forrest,1
2019-12-01,Garran,2
2019-12-01,Griffith,3
2019-12-01,Gungahlin,2
2019-12-01,Hall,1
2019-12-01,Hughes,2
2019-12-01,Isaacs,1
2019-12-01,Lawson,1
2019-12-01,Mawson,1
2019-12-01,Melba,1
2019-12-01,Narrabundah,1
2019-12-01,O'Connor,1
2019-12-01,O'Malley,1
2019-12-01,Pearce,1
2019-12-01,Red Hill,2
2019-12-01,Reid,3
2019-12-01,Turner,1
2019-12-01,Watson,1
2019-12-01,Weetangera,1
2019-12-01,Wright,1
2019-12-01,Yarralumla,3
2020-01-01,Campbell,1
2020-01-01,Chapman,1
2020-01-01,Crace,1
2020-01-01,Curtin,1
2020-01-01,Deakin,1
2020-01-01,Denman Prospect,1
2020-01-01,Dickson,1
2020-01-01,Duffy,1
2020-01-01,Forde,1
2020-01-01,Forrest,1
2020-01-01,Garran,1
2020-01-01,Griffith,1
2020-01-01,Lyons,1
2020-01-01,Narrabundah,1
2020-01-01,O'Connor,1
2020-01-01,Throsby,2
2020-01-01,Torrens,1
2020-01-01,Turner,1
2020-02-01,Ainslie,3
2020-02-01,Campbell,1
2020-02-01,Chapman,2
2020-02-01,Chifley,2
2020-02-01,Conder,1
2020-02-01,Cook,2
2020-02-01,Coombs,1
2020-02-01,Crace,1
2020-02-01,Curtin,4
2020-02-01,Deakin,5
2020-02-01,Downer,1
2020-02-01,Farrer,3
2020-02-01,Garran,1
2020-02-01,Griffith,5
2020-02-01,Hawker,1
2020-02-01,Hughes,1
2020-02-01,Isaacs,2
2020-02-01,Narrabundah,3
2020-02-01,O'Connor,2
2020-02-01,Palmerston,1
2020-02-01,Pearce,1
2020-02-01,Red Hill,6
2020-02-01,Wanniassa,1
2020-02-01,Watson,1
2020-02-01,Weetangera,1
2020-02-01,Yarralumla,2
2020-03-01,Ainslie,4
2020-03-01,Campbell,3
2020-03-01,Chifley,2
2020-03-01,Coombs,1
2020-03-01,Crace,1
2020-03-01,Curtin,5
2020-03-01,Deakin,4
2020-03-01,Denman Prospect,2
2020-03-01,Farrer,1
2020-03-01,Forde,1
2020-03-01,Forrest,2
2020-03-01,Garran,2
2020-03-01,Griffith,1
2020-03-01,Gungahlin,1
2020-03-01,Holder,1
2020-03-01,Hughes,2
2020-03-01,Isaacs,2
2020-03-01,Kaleen,1
2020-03-01,Kambah,2
2020-03-01,Lawson,1
2020-03-01,Lyneham,2
2020-03-01,Melba,1
2020-03-01,Narrabundah,2
2020-03-01,Nicholls,1
2020-03-01,O'Connor,2
2020-03-01,O'Malley,1
2020-03-01,Red Hill,2
2020-03-01,Reid,3
2020-03-01,Wright,2
2020-03-01,Yarralumla,4
2020-04-01,Ainslie,4
2020-04-01,Aranda,1
2020-04-01,Bonython,1
2020-04-01,Campbell,2
2020-04-01,Chapman,3
2020-04-01,Conder,1
2020-04-01,Coombs,1
2020-04-01,Crace,2
2020-04-01,Deakin,4
2020-04-01,Farrer,1
2020-04-01,Fisher,1
2020-04-01,Forde,1
2020-04-01,Garran,3
2020-04-01,Griffith,4
2020-04-01,Hughes,1
2020-04-01,Isaacs,1
2020-04-01,Lawson,1
2020-04-01,Nicholls,1
2020-04-01,O'Connor,2
2020-04-01,Pearce,1
2020-04-01,Red Hill,2
2020-04-01,Reid,1
2020-04-01,Stirling,2
2020-04-01,Throsby,1
2020-04-01,Turner,1
2020-04-01,Watson,1
2020-04-01,Weetangera,1
2020-04-01,Yarralumla,6
2020-05-01,Amaroo,1
2020-05-01,Aranda,1
2020-05-01,Campbell,2
2020-05-01,Chapman,1
2020-05-01,Cook,1
2020-05-01,Coombs,2
2020-05-01,Crace,1
2020-05-01,Curtin,2
2020-05-01,Deakin,2
2020-05-01,Dickson,1
2020-05-01,Downer,1
2020-05-01,Duffy,1
2020-05-01,Evatt,1
2020-05-01,Farrer,1
2020-05-01,Forrest,1
2020-05-01,Garran,3
2020-05-01,Griffith,6
2020-05-01,Hackett,1
2020-05-01,Hall,1
2020-05-01,Hughes,1
2020-05-01,Kaleen,1
2020-05-01,Lyons,1
2020-05-01,Mawson,2
2020-05-01,Narrabundah,3
2020-05-01,Nicholls,1
2020-05-01,O'Connor,4
2020-05-01,O'Malley,2
2020-05-01,Pearce,1
2020-05-01,Red Hill,1
2020-05-01,Torrens,1
2020-05-01,Weetangera,1
2020-05-01,Wright,1
2020-05-01,Yarralumla,3
2020-06-01,Ainslie,3
2020-06-01,Barton,1
2020-06-01,Bonner,1
2020-06-01,Bruce,1
2020-06-01,Campbell,4
2020-06-01,Casey,2
2020-06-01,Chapman,1
2020-06-01,Coombs,1
2020-06-01,Crace,1
2020-06-01,Curtin,1
2020-06-01,Deakin,5
2020-06-01,Denman Prospect,4
2020-06-01,Farrer,1
2020-06-01,Forde,3
2020-06-01,Forrest,1
2020-06-01,Garran,1
2020-06-01,Griffith,2
2020-06-01,Hackett,2
2020-06-01,Hughes,2
2020-06-01,Lyons,1
2020-06-01,Mawson,1
2020-06-01,Melba,1
2020-06-01,Narrabundah,1
2020-06-01,Ngunnawal,1
2020-06-01,Nicholls,1
2020-06-01,O'Connor,2
2020-06-01,O'Malley,2
2020-06-01,Red Hill,1
2020-06-01,Reid,2
2020-06-01,Stirling,1
2020-06-01,Turner,2
2020-06-01,Weetangera,2
2020-06-01,Wright,1
2020-06-01,Yarralumla,4
2020-07-01,Ainslie,6
2020-07-01,Banks,2
2020-07-01,Braddon,1
2020-07-01,Campbell,3
2020-07-01,Chapman,2
2020-07-01,Cook,1
2020-07-01,Curtin,2
2020-07-01,Deakin,2
2020-07-01,Downer,1
2020-07-01,Farrer,2
2020-07-01,Fisher,1
2020-07-01,Forrest,1
2020-07-01,Franklin,1
2020-07-01,Garran,2
2020-07-01,Griffith,2
2020-07-01,Hackett,3
2020-07-01,Hawker,1
2020-07-01,Holder,1
2020-07-01,Hughes,2
2020-07-01,Isaacs,2
2020-07-01,Kambah,2
2020-07-01,Lyneham,2
2020-07-01,Lyons,2
2020-07-01,Mawson,1
2020-07-01,McKellar,1
2020-07-01,Moncrieff,1
2020-07-01,Narrabundah,5
2020-07-01,Nicholls,2
2020-07-01,O'Malley,1
2020-07-01,Pearce,2
2020-07-01,Red Hill,5
2020-07-01,Reid,2
2020-07-01,Wright,2
2020-07-01,Yarralumla,7
2020-08-01,Ainslie,3
2020-08-01,Aranda,2
2020-08-01,Bruce,2
2020-08-01,Campbell,7
2020-08-01,Chapman,2
2020-08-01,Chifley,1
2020-08-01,Cook,1
2020-08-01,Coombs,1
2020-08-01,Crace,2
2020-08-01,Curtin,4
2020-08-01,Deakin,4
2020-08-01,Denman Prospect,5
2020-08-01,Dickson,1
2020-08-01,Downer,2
2020-08-01,Duffy,2
2020-08-01,Fisher,1
2020-08-01,Forde,4
2020-08-01,Forrest,1
2020-08-01,Franklin,1
2020-08-01,Garran,1
2020-08-01,Griffith,5
2020-08-01,Hall,1
2020-08-01,Harrison,1
2020-08-01,Hawker,1
2020-08-01,Hughes,1
2020-08-01,Isaacs,9
2020-08-01,Kaleen,1
2020-08-01,Kambah,1
2020-08-01,Lawson,1
2020-08-01,Lyneham,2
2020-08-01,Lyons,1
2020-08-01,Macquarie,1
2020-08-01,Mawson,2
2020-08-01,McKellar,1
2020-08-01,Moncrieff,1
2020-08-01,Narrabundah,4
2020-08-01,Nicholls,2
2020-08-01,O'Connor,3
2020-08-01,O'Malley,1
2020-08-01,Pearce,2
2020-08-01,Red Hill,4
2020-08-01,Throsby,1
2020-08-01,Torrens,3
2020-08-01,Waramanga,1
2020-08-01,Watson,1
2020-08-01,Weetangera,3
2020-08-01,Yarralumla,8
2020-09-01,Ainslie,1
2020-09-01,Aranda,2
2020-09-01,Bonython,1
2020-09-01,Braddon,1
2020-09-01,Campbell,2
2020-09-01,Casey,1
2020-09-01,Chapman,2
2020-09-01,Chifley,1
2020-09-01,Crace,2
2020-09-01,Curtin,4
2020-09-01,Deakin,4
2020-09-01,Denman Prospect,2
2020-09-01,Dickson,1
2020-09-01,Duffy,1
2020-09-01,Fadden,2
2020-09-01,Farrer,1
2020-09-01,Forde,1
2020-09-01,Garran,1
2020-09-01,Griffith,2
2020-09-01,Gungahlin,1
2020-09-01,Harrison,2
2020-09-01,Hawker,1
2020-09-01,Hughes,1
2020-09-01,Isaacs,1
2020-09-01,Kaleen,2
2020-09-01,Kambah,1
2020-09-01,Kingston,1
2020-09-01,Lawson,1
2020-09-01,Lyneham,1
2020-09-01,Lyons,2
2020-09-01,Mawson,1
2020-09-01,McKellar,1
2020-09-01,Moncrieff,1
2020-09-01,Narrabundah,6
2020-09-01,Ngunnawal,1
2020-09-01,Nicholls,3
2020-09-01,O'Connor,4
2020-09-01,Pearce,1
2020-09-01,Red Hill,3
2020-09-01,Reid,2
2020-09-01,Rivett,1
2020-09-01,Stirling,1
2020-09-01,Throsby,2
2020-09-01,Watson,1
2020-09-01,Weetangera,5
2020-09-01,Yarralumla,4
2020-10-01,Ainslie,3
2020-10-01,Aranda,1
2020-10-01,Bruce,1
2020-10-01,Campbell,2
2020-10-01,Casey,2
2020-10-01,Chapman,4
2020-10-01,Chifley,1
2020-10-01,Coombs,2
2020-10-01,Crace,1
2020-10-01,Curtin,9
2020-10-01,Deakin,5
2020-10-01,Denman Prospect,1
2020-10-01,Downer,2
2020-10-01,Farrer,2
2020-10-01,Flynn,1
2020-10-01,Forde,1
2020-10-01,Forrest,3
2020-10-01,Franklin,2
2020-10-01,Garran,2
2020-10-01,Griffith,3
2020-10-01,Hackett,3
2020-10-01,Hawker,2
2020-10-01,Hughes,1
2020-10-01,Isaacs,8
2020-10-01,Kaleen,1
2020-10-01,Kambah,1
2020-10-01,Kingston,1
2020-10-01,Lyneham,4
2020-10-01,Macquarie,1
2020-10-01,Melba,1
2020-10-01,Narrabundah,5
2020-10-01,Nicholls,3
2020-10-01,O'Connor,5
2020-10-01,O'Malley,1
2020-10-01,Pearce,1
2020-10-01,Red Hill,6
2020-10-01,Reid,2
2020-10-01,Stirling,1
2020-10-01,Torrens,1
2020-10-01,Waramanga,1
2020-10-01,Watson,2
2020-10-01,Weetangera,1
2020-10-01,Wright,2
2020-10-01,Yarralumla,8
2020-11-01,Ainslie,4
2020-11-01,Aranda,2
2020-11-01,Bonner,1
2020-11-01,Bonython,1
2020-11-01,Campbell,6
2020-11-01,Chapman,2
2020-11-01,Chifley,1
2020-11-01,Cook,1
2020-11-01,Coombs,1
2020-11-01,Crace,3
2020-11-01,Curtin,7
2020-11-01,Deakin,6
2020-11-01,Denman Prospect,1
2020-11-01,Dickson,1
2020-11-01,Downer,3
2020-11-01,Evatt,1
2020-11-01,Fadden,2
2020-11-01,Farrer,6
2020-11-01,Florey,1
2020-11-01,Forrest,2
2020-11-01,Franklin,1
2020-11-01,Garran,4
2020-11-01,Griffith,2
2020-11-01,Gungahlin,1
2020-11-01,Hackett,1
2020-11-01,Harrison,1
2020-11-01,Hawker,2
2020-11-01,Hughes,11
2020-11-01,Isaacs,2
2020-11-01,Kaleen,2
2020-11-01,Kambah,3
2020-11-01,Lawson,1
2020-11-01,Lyneham,3
2020-11-01,Lyons,1
2020-11-01,Macquarie,1
2020-11-01,Mawson,5
2020-11-01,McKellar,1
2020-11-01,Narrabundah,6
2020-11-01,Ngunnawal,1
2020-11-01,Nicholls,1
2020-11-01,O'Connor,5
2020-11-01,O'Malley,2
2020-11-01,Pearce,3
2020-11-01,Red Hill,4
2020-11-01,Reid,1
2020-11-01,Torrens,4
2020-11-01,Wanniassa,1
2020-11-01,Watson,3
2020-11-01,Weetangera,2
2020-11-01,Wright,1
2020-11-01,Yarralumla,6
2020-12-01,Ainslie,1
2020-12-01,Amaroo,1
2020-12-01,Aranda,3
2020-12-01,Banks,1
2020-12-01,Bruce,1
2020-12-01,Calwell,1
2020-12-01,Campbell,5
2020-12-01,Chapman,1
2020-12-01,Chifley,1
2020-12-01,Cook,1
2020-12-01,Coombs,3
2020-12-01,Crace,1
2020-12-01,Curtin,3
2020-12-01,Deakin,5
2020-12-01,Denman Prospect,1
2020-12-01,Farrer,3
2020-12-01,Florey,1
2020-12-01,Flynn,1
2020-12-01,Forrest,1
2020-12-01,Garran,1
2020-12-01,Griffith,1
2020-12-01,Hall,1
2020-12-01,Harrison,1
2020-12-01,Hughes,4
2020-12-01,Kambah,1
2020-12-01,Mawson,2
2020-12-01,Moncrieff,2
2020-12-01,Narrabundah,3
2020-12-01,Nicholls,1
2020-12-01,O'Connor,3
2020-12-01,Palmerston,1
2020-12-01,Pearce,3
2020-12-01,Red Hill,6
2020-12-01,Reid,1
2020-12-01,Torrens,1
2020-12-01,Yarralumla,9
